protein_id,orthogroup
XLOC-024922#NPFF1-RAT#Q9EP86,OG0000003
XLOC-025606#RYAR-TRICA#G4WMX4,OG0000003
gene-evm.model.ptg000003l.610-1#GAL2A-DANRE#F1R332,OG0000003
gene-evm.model.ptg000006l.14#NK3R-HUMAN#P29371,OG0000003
gene-evm.model.ptg000022l.188#OX2R-HUMAN#O43614,OG0000003
novel-gene-chr14-6731#APJ-MOUSE#Q9WV08,OG0000003
XLOC-000098#XLOC-000098,OG0000005
XLOC-000178#XLOC-000178,OG0000005
XLOC-000458#XLOC-000458,OG0000005
XLOC-000519#RTBS-DROME#Q95SX7,OG0000005
XLOC-000554#XLOC-000554,OG0000005
XLOC-000557#XLOC-000557,OG0000005
XLOC-000662#XLOC-000662,OG0000005
XLOC-000671#XLOC-000671,OG0000005
XLOC-000706#XLOC-000706,OG0000005
XLOC-000713#RTBS-DROME#Q95SX7,OG0000005
XLOC-000763#XLOC-000763,OG0000005
XLOC-000777#XLOC-000777,OG0000005
XLOC-000779#XLOC-000779,OG0000005
XLOC-000857#RTXE-DROME#Q9NBX4,OG0000005
XLOC-001231#XLOC-001231,OG0000005
XLOC-001242#RTBS-DROME#Q95SX7,OG0000005
XLOC-001255#XLOC-001255,OG0000005
XLOC-001293#XLOC-001293,OG0000005
XLOC-001326#RTJK-DROME#P21328,OG0000005
XLOC-001336#XLOC-001336,OG0000005
XLOC-001410#RTXE-DROME#Q9NBX4,OG0000005
XLOC-001572#XLOC-001572,OG0000005
XLOC-001584#XLOC-001584,OG0000005
XLOC-001585#XLOC-001585,OG0000005
XLOC-001619#XLOC-001619,OG0000005
XLOC-001625#XLOC-001625,OG0000005
XLOC-001628#XLOC-001628,OG0000005
XLOC-001629#XLOC-001629,OG0000005
XLOC-001641#XLOC-001641,OG0000005
XLOC-001694#RTBS-DROME#Q95SX7,OG0000005
XLOC-002048#XLOC-002048,OG0000005
XLOC-002049#XLOC-002049,OG0000005
XLOC-002090#XLOC-002090,OG0000005
XLOC-002130#XLOC-002130,OG0000005
XLOC-002133#RTXE-DROME#Q9NBX4,OG0000005
XLOC-002577#XLOC-002577,OG0000005
XLOC-003295#XLOC-003295,OG0000005
XLOC-003344#XLOC-003344,OG0000005
XLOC-003369#XLOC-003369,OG0000005
XLOC-003370#XLOC-003370,OG0000005
XLOC-003432#XLOC-003432,OG0000005
XLOC-003433#XLOC-003433,OG0000005
XLOC-003853#XLOC-003853,OG0000005
XLOC-003902#PO21-NASVI#Q03278,OG0000005
XLOC-003967#XLOC-003967,OG0000005
XLOC-004286#XLOC-004286,OG0000005
XLOC-004293#XLOC-004293,OG0000005
XLOC-004700#XLOC-004700,OG0000005
XLOC-004732#XLOC-004732,OG0000005
XLOC-004757#XLOC-004757,OG0000005
XLOC-004758#XLOC-004758,OG0000005
XLOC-005191#XLOC-005191,OG0000005
XLOC-005292#XLOC-005292,OG0000005
XLOC-005306#XLOC-005306,OG0000005
XLOC-005339#RTXE-DROME#Q9NBX4,OG0000005
XLOC-005346#XLOC-005346,OG0000005
XLOC-005347#XLOC-005347,OG0000005
XLOC-005348#RTXE-DROME#Q9NBX4,OG0000005
XLOC-005358#XLOC-005358,OG0000005
XLOC-005371#XLOC-005371,OG0000005
XLOC-005373#XLOC-005373,OG0000005
XLOC-005730#XLOC-005730,OG0000005
XLOC-005795#XLOC-005795,OG0000005
XLOC-005906#RTBS-DROME#Q95SX7,OG0000005
XLOC-005930#RTXE-DROME#Q9NBX4,OG0000005
XLOC-006377#XLOC-006377,OG0000005
XLOC-006378#XLOC-006378,OG0000005
XLOC-006381#XLOC-006381,OG0000005
XLOC-006434#RTBS-DROME#Q95SX7,OG0000005
XLOC-006909#XLOC-006909,OG0000005
XLOC-006940#LORF2-MOUSE#P11369,OG0000005
XLOC-007311#XLOC-007311,OG0000005
XLOC-007312#RTXE-DROME#Q9NBX4,OG0000005
XLOC-007611#XLOC-007611,OG0000005
XLOC-007612#XLOC-007612,OG0000005
XLOC-007925#XLOC-007925,OG0000005
XLOC-007946#XLOC-007946,OG0000005
XLOC-008522#XLOC-008522,OG0000005
XLOC-008705#XLOC-008705,OG0000005
XLOC-008938#XLOC-008938,OG0000005
XLOC-008939#XLOC-008939,OG0000005
XLOC-009177#XLOC-009177,OG0000005
XLOC-009179#XLOC-009179,OG0000005
XLOC-009212#RTXE-DROME#Q9NBX4,OG0000005
XLOC-009249#XLOC-009249,OG0000005
XLOC-009572#XLOC-009572,OG0000005
XLOC-009593#XLOC-009593,OG0000005
XLOC-009653#XLOC-009653,OG0000005
XLOC-009674#XLOC-009674,OG0000005
XLOC-009677#XLOC-009677,OG0000005
XLOC-009841#XLOC-009841,OG0000005
XLOC-010048#XLOC-010048,OG0000005
XLOC-010084#RTXE-DROME#Q9NBX4,OG0000005
XLOC-010150#XLOC-010150,OG0000005
XLOC-010160#RTBS-DROME#Q95SX7,OG0000005
XLOC-010265#XLOC-010265,OG0000005
XLOC-010314#XLOC-010314,OG0000005
XLOC-010603#XLOC-010603,OG0000005
XLOC-010616#XLOC-010616,OG0000005
XLOC-010617#XLOC-010617,OG0000005
XLOC-010632#XLOC-010632,OG0000005
XLOC-010636#XLOC-010636,OG0000005
XLOC-010663#XLOC-010663,OG0000005
XLOC-010695#RTBS-DROME#Q95SX7,OG0000005
XLOC-010814#XLOC-010814,OG0000005
XLOC-010878#XLOC-010878,OG0000005
XLOC-011193#XLOC-011193,OG0000005
XLOC-011203#XLOC-011203,OG0000005
XLOC-011231#XLOC-011231,OG0000005
XLOC-011232#XLOC-011232,OG0000005
XLOC-011470#XLOC-011470,OG0000005
XLOC-011620#XLOC-011620,OG0000005
XLOC-011621#RTXE-DROME#Q9NBX4,OG0000005
XLOC-011637#XLOC-011637,OG0000005
XLOC-011682#XLOC-011682,OG0000005
XLOC-011708#XLOC-011708,OG0000005
XLOC-012026#XLOC-012026,OG0000005
XLOC-012059#XLOC-012059,OG0000005
XLOC-012060#XLOC-012060,OG0000005
XLOC-012062#XLOC-012062,OG0000005
XLOC-012066#XLOC-012066,OG0000005
XLOC-012087#XLOC-012087,OG0000005
XLOC-012088#XLOC-012088,OG0000005
XLOC-012103#XLOC-012103,OG0000005
XLOC-012113#XLOC-012113,OG0000005
XLOC-012116#XLOC-012116,OG0000005
XLOC-012142#RTXE-DROME#Q9NBX4,OG0000005
XLOC-012150#XLOC-012150,OG0000005
XLOC-012169#XLOC-012169,OG0000005
XLOC-012175#XLOC-012175,OG0000005
XLOC-012176#XLOC-012176,OG0000005
XLOC-012284#XLOC-012284,OG0000005
XLOC-012557#XLOC-012557,OG0000005
XLOC-012563#XLOC-012563,OG0000005
XLOC-012578#XLOC-012578,OG0000005
XLOC-012590#XLOC-012590,OG0000005
XLOC-012628#XLOC-012628,OG0000005
XLOC-012659#XLOC-012659,OG0000005
XLOC-012698#RTXE-DROME#Q9NBX4,OG0000005
XLOC-012813#XLOC-012813,OG0000005
XLOC-013177#XLOC-013177,OG0000005
XLOC-013192#XLOC-013192,OG0000005
XLOC-013219#XLOC-013219,OG0000005
XLOC-013369#XLOC-013369,OG0000005
XLOC-013617#XLOC-013617,OG0000005
XLOC-013622#XLOC-013622,OG0000005
XLOC-013798#HEXC-OSTFU#Q06GJ0,OG0000005
XLOC-013897#XLOC-013897,OG0000005
XLOC-013970#XLOC-013970,OG0000005
XLOC-013990#XLOC-013990,OG0000005
XLOC-014005#XLOC-014005,OG0000005
XLOC-014009#XLOC-014009,OG0000005
XLOC-014019#XLOC-014019,OG0000005
XLOC-014020#XLOC-014020,OG0000005
XLOC-014021#XLOC-014021,OG0000005
XLOC-014085#XLOC-014085,OG0000005
XLOC-014104#RTXE-DROME#Q9NBX4,OG0000005
XLOC-014411#RTXE-DROME#Q9NBX4,OG0000005
XLOC-014579#RTXE-DROME#Q9NBX4,OG0000005
XLOC-014676#XLOC-014676,OG0000005
XLOC-014686#XLOC-014686,OG0000005
XLOC-015004#XLOC-015004,OG0000005
XLOC-015110#XLOC-015110,OG0000005
XLOC-015133#XLOC-015133,OG0000005
XLOC-015241#RTXE-DROME#Q9NBX4,OG0000005
XLOC-015532#XLOC-015532,OG0000005
XLOC-015589#XLOC-015589,OG0000005
XLOC-015591#XLOC-015591,OG0000005
XLOC-015616#XLOC-015616,OG0000005
XLOC-015657#XLOC-015657,OG0000005
XLOC-015821#XLOC-015821,OG0000005
XLOC-015822#RTBS-DROME#Q95SX7,OG0000005
XLOC-016025#XLOC-016025,OG0000005
XLOC-016093#XLOC-016093,OG0000005
XLOC-016157#XLOC-016157,OG0000005
XLOC-016255#XLOC-016255,OG0000005
XLOC-016348#XLOC-016348,OG0000005
XLOC-016520#XLOC-016520,OG0000005
XLOC-016718#XLOC-016718,OG0000005
XLOC-016781#XLOC-016781,OG0000005
XLOC-016853#XLOC-016853,OG0000005
XLOC-017103#XLOC-017103,OG0000005
XLOC-017128#XLOC-017128,OG0000005
XLOC-017157#XLOC-017157,OG0000005
XLOC-017265#XLOC-017265,OG0000005
XLOC-017277#XLOC-017277,OG0000005
XLOC-017278#XLOC-017278,OG0000005
XLOC-017338#XLOC-017338,OG0000005
XLOC-017418#XLOC-017418,OG0000005
XLOC-017486#XLOC-017486,OG0000005
XLOC-017720#XLOC-017720,OG0000005
XLOC-017964#XLOC-017964,OG0000005
XLOC-018046#RTXE-DROME#Q9NBX4,OG0000005
XLOC-018361#XLOC-018361,OG0000005
XLOC-018475#RTBS-DROME#Q95SX7,OG0000005
XLOC-018500#XLOC-018500,OG0000005
XLOC-018536#XLOC-018536,OG0000005
XLOC-018722#XLOC-018722,OG0000005
XLOC-018995#XLOC-018995,OG0000005
XLOC-019038#RTBS-DROME#Q95SX7,OG0000005
XLOC-019437#XLOC-019437,OG0000005
XLOC-019712#XLOC-019712,OG0000005
XLOC-019734#XLOC-019734,OG0000005
XLOC-019769#XLOC-019769,OG0000005
XLOC-019810#XLOC-019810,OG0000005
XLOC-019858#XLOC-019858,OG0000005
XLOC-020008#XLOC-020008,OG0000005
XLOC-020009#XLOC-020009,OG0000005
XLOC-020253#RTXE-DROME#Q9NBX4,OG0000005
XLOC-020422#XLOC-020422,OG0000005
XLOC-020425#XLOC-020425,OG0000005
XLOC-020428#XLOC-020428,OG0000005
XLOC-020472#XLOC-020472,OG0000005
XLOC-020503#XLOC-020503,OG0000005
XLOC-020524#XLOC-020524,OG0000005
XLOC-020547#XLOC-020547,OG0000005
XLOC-020552#XLOC-020552,OG0000005
XLOC-020946#XLOC-020946,OG0000005
XLOC-021143#XLOC-021143,OG0000005
XLOC-021202#RTXE-DROME#Q9NBX4,OG0000005
XLOC-021227#RTBS-DROME#Q95SX7,OG0000005
XLOC-021239#XLOC-021239,OG0000005
XLOC-021247#XLOC-021247,OG0000005
XLOC-021779#XLOC-021779,OG0000005
XLOC-021852#XLOC-021852,OG0000005
XLOC-021879#XLOC-021879,OG0000005
XLOC-022519#XLOC-022519,OG0000005
XLOC-022541#XLOC-022541,OG0000005
XLOC-022542#XLOC-022542,OG0000005
XLOC-022556#RTXE-DROME#Q9NBX4,OG0000005
XLOC-022572#XLOC-022572,OG0000005
XLOC-022584#RTXE-DROME#Q9NBX4,OG0000005
XLOC-022588#XLOC-022588,OG0000005
XLOC-022606#XLOC-022606,OG0000005
XLOC-022607#XLOC-022607,OG0000005
XLOC-022676#XLOC-022676,OG0000005
XLOC-022682#XLOC-022682,OG0000005
XLOC-022694#XLOC-022694,OG0000005
XLOC-022713#XLOC-022713,OG0000005
XLOC-022714#XLOC-022714,OG0000005
XLOC-022717#XLOC-022717,OG0000005
XLOC-023239#XLOC-023239,OG0000005
XLOC-023275#XLOC-023275,OG0000005
XLOC-023279#XLOC-023279,OG0000005
XLOC-023360#XLOC-023360,OG0000005
XLOC-023383#XLOC-023383,OG0000005
XLOC-023396#XLOC-023396,OG0000005
XLOC-023415#XLOC-023415,OG0000005
XLOC-023427#XLOC-023427,OG0000005
XLOC-023500#XLOC-023500,OG0000005
XLOC-023851#RTXE-DROME#Q9NBX4,OG0000005
XLOC-023973#RTXE-DROME#Q9NBX4,OG0000005
XLOC-023977#RTXE-DROME#Q9NBX4,OG0000005
XLOC-023992#XLOC-023992,OG0000005
XLOC-024032#XLOC-024032,OG0000005
XLOC-024072#XLOC-024072,OG0000005
XLOC-024635#XLOC-024635,OG0000005
XLOC-024671#RTXE-DROME#Q9NBX4,OG0000005
XLOC-024703#XLOC-024703,OG0000005
XLOC-024720#XLOC-024720,OG0000005
XLOC-024735#XLOC-024735,OG0000005
XLOC-024765#RTXE-DROME#Q9NBX4,OG0000005
XLOC-025165#XLOC-025165,OG0000005
XLOC-025212#XLOC-025212,OG0000005
XLOC-025250#XLOC-025250,OG0000005
XLOC-025283#XLOC-025283,OG0000005
XLOC-025647#RTXE-DROME#Q9NBX4,OG0000005
XLOC-025724#XLOC-025724,OG0000005
XLOC-025738#XLOC-025738,OG0000005
XLOC-025767#XLOC-025767,OG0000005
XLOC-025780#XLOC-025780,OG0000005
XLOC-025788#XLOC-025788,OG0000005
XLOC-025803#XLOC-025803,OG0000005
XLOC-025806#XLOC-025806,OG0000005
XLOC-025809#XLOC-025809,OG0000005
XLOC-025857#XLOC-025857,OG0000005
XLOC-025931#XLOC-025931,OG0000005
XLOC-026330#XLOC-026330,OG0000005
XLOC-026342#XLOC-026342,OG0000005
XLOC-026373#XLOC-026373,OG0000005
XLOC-026378#XLOC-026378,OG0000005
XLOC-026419#XLOC-026419,OG0000005
XLOC-026832#RTBS-DROME#Q95SX7,OG0000005
XLOC-026834#XLOC-026834,OG0000005
XLOC-026893#XLOC-026893,OG0000005
XLOC-026905#XLOC-026905,OG0000005
XLOC-026906#KMT2A-HUMAN#Q03164,OG0000005
XLOC-026911#XLOC-026911,OG0000005
XLOC-026912#XLOC-026912,OG0000005
XLOC-026937#XLOC-026937,OG0000005
XLOC-026940#RTXE-DROME#Q9NBX4,OG0000005
XLOC-026951#XLOC-026951,OG0000005
XLOC-026954#PO21-NASVI#Q03278,OG0000005
XLOC-026970#XLOC-026970,OG0000005
XLOC-027686#XLOC-027686,OG0000005
gene-evm.model.ptg000001l.407#RTXE-DROME#Q9NBX4,OG0000005
gene-evm.model.ptg000001l.580#gene-evm.model.ptg000001l.580,OG0000005
gene-evm.model.ptg000001l.750#INT12-MOUSE#Q9D168,OG0000005
gene-evm.model.ptg000002l.276-1#F184A-HUMAN#Q8NB25,OG0000005
gene-evm.model.ptg000002l.492#MYOF-HUMAN#Q9NZM1,OG0000005
gene-evm.model.ptg000009l.302-1#LIPR2-CAVPO#P81139,OG0000005
gene-evm.model.ptg000009l.516#DHDDS-HUMAN#Q86SQ9,OG0000005
gene-evm.model.ptg000010l.330#SARNP-HUMAN#P82979,OG0000005
gene-evm.model.ptg000016l.629#TRAF6-PIG#A7XUJ6,OG0000005
gene-evm.model.ptg000020l.625-1#gene-evm.model.ptg000020l.625,OG0000005
gene-evm.model.ptg000020l.67#F177A-MOUSE#Q8BR63,OG0000005
gene-evm.model.ptg000020l.675#gene-evm.model.ptg000020l.675,OG0000005
gene-evm.model.ptg000023l.151-1#DRG2-BOVIN#Q58D56,OG0000005
gene-evm.model.ptg000023l.624-1#FH12-ORYSJ#Q7XWS7,OG0000005
gene-evm.model.ptg000024l.337#gene-evm.model.ptg000024l.337,OG0000005
gene-evm.model.ptg000028l.1010#RTBS-DROME#Q95SX7,OG0000005
gene-evm.model.ptg000031l.309#NB5R5-MOUSE#B1AS42,OG0000005
XLOC-000771#XLOC-000771,OG0000006
XLOC-000810#POL-SMRVH#P03364,OG0000006
XLOC-001439#XLOC-001439,OG0000006
XLOC-001440#POL2-DROME#P20825,OG0000006
XLOC-001441#XLOC-001441,OG0000006
XLOC-001589#POL4-DROME#P10394,OG0000006
XLOC-001648#POL4-DROME#P10394,OG0000006
XLOC-002076#XLOC-002076,OG0000006
XLOC-002078#XLOC-002078,OG0000006
XLOC-002099#YRD6-CAEEL#Q09575,OG0000006
XLOC-002192#XLOC-002192,OG0000006
XLOC-002364#POL4-DROME#P10394,OG0000006
XLOC-002655#POL3-DROME#P04323,OG0000006
XLOC-002729#XLOC-002729,OG0000006
XLOC-002730#XLOC-002730,OG0000006
XLOC-002749#POL5-DROME#Q8I7P9,OG0000006
XLOC-003352#YRD6-CAEEL#Q09575,OG0000006
XLOC-003456#TF21-SCHPO#P0CT34,OG0000006
XLOC-003971#XLOC-003971,OG0000006
XLOC-004106#POL3-DROME#P04323,OG0000006
XLOC-004158#XLOC-004158,OG0000006
XLOC-004239#XLOC-004239,OG0000006
XLOC-004240#XLOC-004240,OG0000006
XLOC-004253#XLOC-004253,OG0000006
XLOC-004255#XLOC-004255,OG0000006
XLOC-005316#POL3-DROME#P04323,OG0000006
XLOC-005494#YI31B-YEAST#Q7LHG5,OG0000006
XLOC-005926#XLOC-005926,OG0000006
XLOC-005997#XLOC-005997,OG0000006
XLOC-006411#XLOC-006411,OG0000006
XLOC-008066#XLOC-008066,OG0000006
XLOC-009080#TF212-SCHPO#P0CT41,OG0000006
XLOC-009217#TF212-SCHPO#P0CT41,OG0000006
XLOC-009614#XLOC-009614,OG0000006
XLOC-009654#XLOC-009654,OG0000006
XLOC-009662#POL5-DROME#Q8I7P9,OG0000006
XLOC-009707#XLOC-009707,OG0000006
XLOC-009874#XLOC-009874,OG0000006
XLOC-009922#POL5-DROME#Q8I7P9,OG0000006
XLOC-010273#PO113-HUMAN#P63132,OG0000006
XLOC-010613#XLOC-010613,OG0000006
XLOC-010726#XLOC-010726,OG0000006
XLOC-011748#POL3-DROME#P04323,OG0000006
XLOC-012165#XLOC-012165,OG0000006
XLOC-012167#YG31B-YEAST#Q99315,OG0000006
XLOC-012228#XLOC-012228,OG0000006
XLOC-012619#XLOC-012619,OG0000006
XLOC-012631#XLOC-012631,OG0000006
XLOC-013329#POL5-DROME#Q8I7P9,OG0000006
XLOC-013332#XLOC-013332,OG0000006
XLOC-013550#POL2-DROME#P20825,OG0000006
XLOC-013966#XLOC-013966,OG0000006
XLOC-014000#XLOC-014000,OG0000006
XLOC-014001#YI31B-YEAST#Q7LHG5,OG0000006
XLOC-014039#XLOC-014039,OG0000006
XLOC-014089#XLOC-014089,OG0000006
XLOC-014095#POL5-DROME#Q8I7P9,OG0000006
XLOC-014617#YRD6-CAEEL#Q09575,OG0000006
XLOC-014618#XLOC-014618,OG0000006
XLOC-014619#POLY-DROME#P10401,OG0000006
XLOC-014620#POL5-DROME#Q8I7P9,OG0000006
XLOC-015072#XLOC-015072,OG0000006
XLOC-015916#XLOC-015916,OG0000006
XLOC-016178#POL2-DROME#P20825,OG0000006
XLOC-016270#XLOC-016270,OG0000006
XLOC-016272#XLOC-016272,OG0000006
XLOC-017756#POL-HTL32#Q0R5R2,OG0000006
XLOC-018323#XLOC-018323,OG0000006
XLOC-018490#XLOC-018490,OG0000006
XLOC-019729#XLOC-019729,OG0000006
XLOC-020499#POL-SRV1#P04025,OG0000006
XLOC-020718#XLOC-020718,OG0000006
XLOC-020725#XLOC-020725,OG0000006
XLOC-021002#POL4-DROME#P10394,OG0000006
XLOC-021117#YRD6-CAEEL#Q09575,OG0000006
XLOC-021119#XLOC-021119,OG0000006
XLOC-021173#YI31B-YEAST#Q7LHG5,OG0000006
XLOC-022448#POL-AVIRE#P03360,OG0000006
XLOC-022564#XLOC-022564,OG0000006
XLOC-022578#POL-BAEVM#P10272,OG0000006
XLOC-022705#YI31B-YEAST#Q7LHG5,OG0000006
XLOC-022706#YRD6-CAEEL#Q09575,OG0000006
XLOC-023295#XLOC-023295,OG0000006
XLOC-023620#TF212-SCHPO#P0CT41,OG0000006
XLOC-023998#POL4-DROME#P10394,OG0000006
XLOC-024098#YRD6-CAEEL#Q09575,OG0000006
XLOC-024129#XLOC-024129,OG0000006
XLOC-024577#XLOC-024577,OG0000006
XLOC-024578#YG31B-YEAST#Q99315,OG0000006
XLOC-024737#POL4-DROME#P10394,OG0000006
XLOC-025373#YRD6-CAEEL#Q09575,OG0000006
XLOC-025795#POL2-DROME#P20825,OG0000006
XLOC-025796#XLOC-025796,OG0000006
XLOC-025902#XLOC-025902,OG0000006
XLOC-026381#XLOC-026381,OG0000006
XLOC-027233#XLOC-027233,OG0000006
XLOC-027234#XLOC-027234,OG0000006
XLOC-027236#XLOC-027236,OG0000006
XLOC-027285#XLOC-027285,OG0000006
XLOC-027309#YG31B-YEAST#Q99315,OG0000006
gene-evm.model.ptg000006l.158#gene-evm.model.ptg000006l.158,OG0000006
gene-evm.model.ptg000011l.269-1#gene-evm.model.ptg000011l.269,OG0000006
gene-evm.model.ptg000011l.91#CLPP-MOUSE#O88696,OG0000006
gene-evm.model.ptg000013l.729#gene-evm.model.ptg000013l.729,OG0000006
gene-evm.model.ptg000020l.832#gene-evm.model.ptg000020l.832,OG0000006
gene-evm.model.ptg000022l.144-1#gene-evm.model.ptg000022l.144,OG0000006
gene-evm.model.ptg000022l.145#gene-evm.model.ptg000022l.145,OG0000006
gene-evm.model.ptg000022l.148#gene-evm.model.ptg000022l.148,OG0000006
gene-evm.model.ptg000023l.591#MARF1-MOUSE#Q8BJ34,OG0000006
gene-evm.model.ptg000024l.322#gene-evm.model.ptg000024l.322,OG0000006
